image,text
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159811298383618.png,"Here are the kitties that have been adopted from Sunday June 12 to Saturday, June 25th. Congratulations to all the wonderful families and the lucky kitties that have found their forever homes. Thank you to all!"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159641589509160.png,"""I know what that kind of violence looks like, but I was fortunate enough to flee that,"" Rep. Ilhan Omar said, adding “For six years, I had the privilege of not seeing any violence until I moved to Minnesota,"" STORY: https://washex.am/3nws7bt:=:https://www.washingtonexaminer.com/news/ilhan-omar-juxtaposes-somali-refugee-camp-violent-minnesota"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159600348461858.png,The Boss!
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159642493700172.png,Happy #FourthofJuly! Be safe and have fun! #WeGrowStrongerTogether #IndependenceDay
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159799844181273.png,"SERVITORS OF EMPIRE: Studies in the Dark Side of Asian America By Darrell Y. Hamamoto. Available at TrineDaydotcom and the usual sellers. Not since the large-scale infusion of scientists and engineers fleeing Nazi Germany has there been such a mass importation of intellectual labor from U.S. client states in Asia. One of the specialized tasks assigned to this group is to build the technetronic infrastructure for the new world order command and control system. Servitors of Empire shows how highly trained knowledge workers are being employed to bring sovereign nations such as the United States under centralized rule made possible through advances in bioscience, IT, engineering, and global finance. This book forces a fundamental rethinking of the Asian American elite, many of whom have attained top positions in business, government, academia, sciences, and the arts, and an honest discussion regarding the role Asian Americans will play in the new century as China and India loom ever larger in the world economic system. From The Journey Podcast 42. Darrell Y. Hamamoto: Go Around the Curators Kris: The basic people in the shadows, the secret society, is basically based in Europe, with a strong sister society in China [which] has a little brother in Korea. [And there are secret societies in Japan.] I see [them] taking natural conflicts and building them up for their own uses. The Russo-Japanese War in 1905 … was basically by the arms manufacturers … At the peace conference … you have a whole bunch of people from the arms industry and a whole bunch of people from Skull and Bones. Darrell: And after the end of the second [world] war, they found out that the ultimate in kinetic warfare, atomic bombs, hydrogen bombs, would ruin beautiful Kyoto, if they ever bombed it. So they said, “We’re going to do it through technology. Techno-war.” We have moved now … to the genetic. … That’s what “The Great Reset” is all about. It’s a new form of warfare against targeted swaths of humanity. And that was really the focus of my book, “Servitors of Empire.” Who was going to replace the aged-out Paperclip people, the Germans, the Eastern Europeans, the White Russians? [I brought the importance of Asia front stage and central.]"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159645095779160.png,Vice President Kamala Harris appeared to draw a connection between the Supreme Court's overturning of Roe v. Wade the legacy of slavery over the weekend. STORY: https://washex.am/3ygZ93Z:=:https://www.washingtonexaminer.com/politics/kamala-harris-roe-supreme-court-slavery
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159809205848382.png,"Our latest edition: Get your copy. Read, subscribe at www.finalcall.com.:=:https://new.finalcall.com/ Divine guidance, truthful reporting and passion for our people!"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159606232958124.png,"Today on #SisterTalk, my special guest is Kimberly Yolanda Williams-Author of Dear White Woman, Please Come Home. Tune in to find out what this book is all about! #livewellwinwell #onpointwithjuandolynstokes 1380 WAOK The Voice of the Community Audacy"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159856781509000.png,"MARILYN MONROE KEPT HER MEXICAN HERITAGE A SECRET IN HOLLYWOOD ""...the facts about Marilyn’s Hispanic heritage were also well-documented and well-known but kept secret from the public when Hollywood..."" https://latinheat.com/marilyn-monroe-kept-her-mexican-heritage-a-secret-in-hollywood/ Netflix #marilynmonroe Ana De Armas #hollywood #heritage #mexicana"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159643058447420.png,"What's the Word? 🍵😉 The Antares REACH Grant Program will provide $20,000 grants to small businesses, with an emphasis on businesses preparing for their next stage of growth; operated by historically underrepresented entrepreneurs; and providing important community services. Some eligibility requirements include: 🌟Be a for-profit business that is majority (51%) owned and/or operated by individuals who identify as New Majority (Women, People of Color, Military-affiliated, Persons with Disabilities, or LGBTQ+) 🌟Have less than $5 million USD in annual revenue Applications are due July 15th, 2022 at 6 PM ET Check out the requirements or apply here: https://bit.ly/3Nz5VI2:=:https://helloalice.com/grants/antares-capital/ . #AACC #WhatsTheWord #Tea #Grants #Funds #Funding #Opportunity #Cincinnati #NKY #SupportSmallBiz #SupportMinorityOwned #SupportBlackOwned"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159837555570734.png,What an accomplishment! An inspiration to women and girls everywhere 👏 #ThatsaW | Las Vegas Raiders
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159852791612086.png,Former Prime Minister Shinzo Abe was assassinated Friday on a street in western Japan by a gunman who opened fire on him from behind as he delivered a campaign speech — an attack that stunned the nation with some of the strictest gun control laws anywhere. Details: https://on.wowt6.com/3yStmI8:=:https://www.wowt.com/2022/07/08/japans-nhk-tv-says-former-prime-minister-shinzo-abe-apparently-was-shot-collapsed-during-campaign-speech/
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159852916871992.png,Summer heat can be killer - cool off with this #WeekendAtBernies themed #MGMood playlist 💀 Listen now: spoti.fi/3PbCvRA:=:https://open.spotify.com/playlist/7lXY4UNGlYNa3sJnzCQ2A3
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159593319411839.png,"This weekend on The Laura Flanders Show: “Abortion is not a single issue,” says Linda Villarosa. What does reproductive justice look like as a whole, beyond the overturning of Roe v. Wade? Check your local listings for broadcast information."
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159646103345985.png,Join us this morning at 10:45 am for Seekers of Justice & Joy https://conta.cc/3akIVz0:=:https://myemail.constantcontact.com/Order-of-Service.html?soid=1102771164068&aid=DjpDqcaVa30
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159591414088822.png,"China is supplying Myanmar’s military junta with surveillance camera systems being installed in several cities across the country, Reuters reports. Since the military seized power last year, authorities have launched a nationwide surveillance program that is being officially termed a “safe city” project, but that many fear will be used by the junta to target and silence its critics. These new projects are additions to previous surveillance programs planned by Myanmar’s democratically elected government, led by Aung San Suu Kyi, which was ousted in the Feb 1, 2021 coup. The Chinese-built cameras are part of a long-term strategy by Beijing, which is supplying surveillance gear to other countries to curry favor."
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159658107614160.png,"""The First Lady apologizes that her words conveyed anything but pure admiration and love for the Latino community,"" Dr. Jill Biden’s press secretary tweeted. STORY: https://washex.am/3Pj192L:=:https://www.washingtonexaminer.com/news/jill-biden-apologizes-comments-hispanic-community"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159808922444342.png,President Joe Biden is meeting with Mexican President Andrés Manuel López Obrador on Tuesday for discussions the White House says will showcase the underlying strength of a relationship that of late has been more notable for the leaders’ disagreements on issues including energy and Ukraine policy. - FULL STORY: https://www.wmal.com/2022/07/12/biden-to-discuss-immigration-trade-with-mexicos-president/ - #biden #mexico #us #politics #news
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159854583805310.png,"#JoeBiden needs to pay #reparations to #blackpeople for the War on Drugs and all inmates incarcerated for non-violent drug crimes should be released immediately. This holocaust led to a massive destruction of the #blackfamily in America and the loss of TRILLIONS of dollars in #BlackWealth due to asset seizures and lost economic potential due to mass incarceration, unbelievable amounts of violence and drug addiction from the CIA allowing crack cocaine and weapons into the black community. You won’t ever get my vote until this matter is addressed. The black community is suffering from this #racism and hypocrisy. He would never send Hunter to prison as he did with your fathers, uncles, brothers and cousins."
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159810009579342.png,Jill Biden apologized Tuesday for saying Latinos are “as unique” as San Antonio breakfast tacos during a speech to the nation’s largest Hispanic civil rights and advocacy organization. - FULL STORY: https://www.wmal.com/2022/07/13/jill-biden-apologizes-after-remark-about-latinos-causes-stir/ - #biden #texas #sanantonia #news
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159594235638822.png,"Fijian police removed two Chinese defense attaches from a meeting of the Pacific Islands Forum, where U.S. Vice President Kamala Harris was giving a virtual speech. The two men were recognized by a Lice Movono, a Fijian reporter, as embassy officials, even though they were in the media section of the forum, where Harris announced increased U.S. engagement in the region. Movono informed the relevant Fijian authorities, and they removed the two men who refused to answer questions from the media."
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159810656834827.png,"Congratulations to Malek Ayoub for matching in Internal Medicine at Washington University St. Louis! Dr. Ayoub shared this message of gratitude, “Dr. Jose Franco has been so inspiring during medical school. He always goes above and beyond to support students during difficult times. Thank you, Dr. Franco, for all your help.” Help support the physician workforce by contributing to the Foundation’s scholarship fund https://secure.givelively.org/donate/wisconsin-medical-society-foundation-inc/general-scholarship-fund #ThrowbackThursday #WisMedFoundation #MatchDay2022 #MatchDay #PhysicianLeaders #MedStudent #MedicalResident"
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159601224523822.png,"Important #MangaMonday announcement: the first meeting of our Manga Club on September 10th will NO LONGER be covering Sazan & Comet Girl, due to supply issues with this title. We will be pushing the meeting for Sazan to March! Instead, for our first meeting we’ll be covering the early work of a modern manga master: Inio Asano's standalone, Solanin. A sweet and wistful coming-of-age tale, Solanin follows Meiko and her boyfriend Naruo, who quit their jobs to revive their band, confronting the difficulty of finding their place with the liberating power of self-expression: https://bit.ly/3PBtsd4:=:https://www.nextchapterbooksellers.com/event/manga-club-solanin We'll be getting copies within the next week or two but you can reserve yours now! It will be 15% off over the phone or in-store through September 10th."
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159782503767795.png,Karen's are even in your own neighborhood 😕 https://v103.iheart.com/content/2022-07-14-white-woman-harrasses-black-man-standing-outside-his-home-in-gated-complex/
https://raw.githubusercontent.com/heranmane/Memes_label_studio/main//images/10159829209096259.png,Whose mom does this? 🤚🤚🤣
